Ürün Kodu,Ürün Adı,Kategori,Açıklama,Ürün URL,Görsel Sayısı,Görseller
PNK32,PNK32,,"70X100 CM SEHPA Dış mekanalara doğal ahşabın eşsiz dokuları...KESTANE ağacından üretilen, bu sayede doğal çürüme, böceklenme ve hastalıklara karşı yüksek direnç gösteren bahçe kullanıma uygun dış ve iç mekan mobilyası. Ürün Detayları Ayak ve Tabla Mazlemesi:KESTANE Bakım Önerisi: Sezon sonunda kapalı alanda tutmanız daha doğru olacaktır buna imkanınız yoksa koruma kılıfı kullanmanız mobilyanızın uzun ömürlü olmasını sağlar.Temizliği öncelikle çok sert olmayan bir fırça ile ağır kimyasallar içeren deterjanlar kullanmadan yapılmalı ardından hafif nemli bir bezle silinerek kuruması beklenmeli. Malzeme: %100 Kestane Pink Home olarak ürün gruplarımıza göre, tüm ürünlerimizde faturanız üzerinde bulunan tarihten itibaren 2 yıl garanti veya sorumluluk süremiz bulunmaktadır. Daha fazla bilgi için sıkça sorulan sorular bölümünü inceleyiniz. Mobilya gibi büyük ebatlı ürün teslimatlarında sevkiyat ücreti uygulanır. Sevkiyat ücreti gönderilecek il-ilçe bilgisine ve alışveriş tutarına göre değişmektedir. Sevkiyat ücret bilgileri ödeme kısmında özel nakliye kısmında yaklaşık olarak belirtilir. Kara ulaşımının olmadığı ilçe ve adalarda teslimat kara tarafından seçilen iskeleye kadar yapılabilmektedir. Siparişinizi, teslim aldığınız tarihten itibaren 30 gün içerisinde kullanmadığınız ve ürün ya da ambalajını (satılabilirliğini) bozmadığınız sürece iade edebilirsiniz.",https://www.pinkhometr.com.tr/urun/pnk32,4,images/PNK32/PNK32_01.webp | images/PNK32/PNK32_02.png | images/PNK32/PNK32_03.webp | images/PNK32/PNK32_04.png
PNK33,PNK33,,"120 CM UZUNLUK DOĞAL GENİŞLİK ENİNDE. YÜKSEKLİK 45 CM. TEK ADET FİYATIDIR. Dış mekanalara doğal ahşabın eşsiz dokuları...KESTANE ağacından üretilen, bu sayede doğal çürüme, böceklenme ve hastalıklara karşı yüksek direnç gösteren bahçe kullanıma uygun dış ve iç mekan mobilyası. Ürün Detayları Ayak ve Tabla Mazlemesi:KESTANE Bakım Önerisi: Sezon sonunda kapalı alanda tutmanız daha doğru olacaktır buna imkanınız yoksa koruma kılıfı kullanmanız mobilyanızın uzun ömürlü olmasını sağlar.Temizliği öncelikle çok sert olmayan bir fırça ile ağır kimyasallar içeren deterjanlar kullanmadan yapılmalı ardından hafif nemli bir bezle silinerek kuruması beklenmeli. Malzeme: %100 Kestane Pink Home olarak ürün gruplarımıza göre, tüm ürünlerimizde faturanız üzerinde bulunan tarihten itibaren 2 yıl garanti veya sorumluluk süremiz bulunmaktadır. Daha fazla bilgi için sıkça sorulan sorular bölümünü inceleyiniz. Mobilya gibi büyük ebatlı ürün teslimatlarında sevkiyat ücreti uygulanır. Sevkiyat ücreti gönderilecek il-ilçe bilgisine ve alışveriş tutarına göre değişmektedir. Sevkiyat ücret bilgileri ödeme kısmında özel nakliye kısmında yaklaşık olarak belirtilir. Kara ulaşımının olmadığı ilçe ve adalarda teslimat kara tarafından seçilen iskeleye kadar yapılabilmektedir. Siparişinizi, teslim aldığınız tarihten itibaren 30 gün içerisinde kullanmadığınız ve ürün ya da ambalajını (satılabilirliğini) bozmadığınız sürece iade edebilirsiniz.",https://www.pinkhometr.com.tr/urun/pnk33,4,images/PNK33/PNK33_01.webp | images/PNK33/PNK33_02.png | images/PNK33/PNK33_03.webp | images/PNK33/PNK33_04.png
PNK34,PNK34,,"ESKİTME DOKU SEHPA 70X100 CM YÜKSKLİK 35 CM Dış mekanalara doğal ahşabın eşsiz dokuları...KESTANE ağacından üretilen, bu sayede doğal çürüme, böceklenme ve hastalıklara karşı yüksek direnç gösteren bahçe kullanıma uygun dış ve iç mekan mobilyası. Ürün Detayları Ayak ve Tabla Mazlemesi:KESTANE Bakım Önerisi: Sezon sonunda kapalı alanda tutmanız daha doğru olacaktır buna imkanınız yoksa koruma kılıfı kullanmanız mobilyanızın uzun ömürlü olmasını sağlar.Temizliği öncelikle çok sert olmayan bir fırça ile ağır kimyasallar içeren deterjanlar kullanmadan yapılmalı ardından hafif nemli bir bezle silinerek kuruması beklenmeli. Malzeme: %100 Kestane Pink Home olarak ürün gruplarımıza göre, tüm ürünlerimizde faturanız üzerinde bulunan tarihten itibaren 2 yıl garanti veya sorumluluk süremiz bulunmaktadır. Daha fazla bilgi için sıkça sorulan sorular bölümünü inceleyiniz. Mobilya gibi büyük ebatlı ürün teslimatlarında sevkiyat ücreti uygulanır. Sevkiyat ücreti gönderilecek il-ilçe bilgisine ve alışveriş tutarına göre değişmektedir. Sevkiyat ücret bilgileri ödeme kısmında özel nakliye kısmında yaklaşık olarak belirtilir. Kara ulaşımının olmadığı ilçe ve adalarda teslimat kara tarafından seçilen iskeleye kadar yapılabilmektedir. Siparişinizi, teslim aldığınız tarihten itibaren 30 gün içerisinde kullanmadığınız ve ürün ya da ambalajını (satılabilirliğini) bozmadığınız sürece iade edebilirsiniz.",https://www.pinkhometr.com.tr/urun/pnk34,4,images/PNK34/PNK34_01.webp | images/PNK34/PNK34_02.png | images/PNK34/PNK34_03.webp | images/PNK34/PNK34_04.png
PNK41,PNK41,,"ANTİK OTURMA GRUBU SEHPA HARİÇTİR. 200X80 CM 1ADET 80X80 CM 2 TEKLİ Dış mekanalara doğal ahşabın eşsiz dokuları...KESTANE ağacından üretilen, bu sayede doğal çürüme, böceklenme ve hastalıklara karşı yüksek direnç gösteren bahçe kullanıma uygun dış ve iç mekan mobilyası. Ürün Detayları Ayak ve Tabla Mazlemesi:KESTANE Bakım Önerisi: Sezon sonunda kapalı alanda tutmanız daha doğru olacaktır buna imkanınız yoksa koruma kılıfı kullanmanız mobilyanızın uzun ömürlü olmasını sağlar.Temizliği öncelikle çok sert olmayan bir fırça ile ağır kimyasallar içeren deterjanlar kullanmadan yapılmalı ardından hafif nemli bir bezle silinerek kuruması beklenmeli. Malzeme: %100 Kestane Pink Home olarak ürün gruplarımıza göre, tüm ürünlerimizde faturanız üzerinde bulunan tarihten itibaren 2 yıl garanti veya sorumluluk süremiz bulunmaktadır. Daha fazla bilgi için sıkça sorulan sorular bölümünü inceleyiniz. Mobilya gibi büyük ebatlı ürün teslimatlarında sevkiyat ücreti uygulanır. Sevkiyat ücreti gönderilecek il-ilçe bilgisine ve alışveriş tutarına göre değişmektedir. Sevkiyat ücret bilgileri ödeme kısmında özel nakliye kısmında yaklaşık olarak belirtilir. Kara ulaşımının olmadığı ilçe ve adalarda teslimat kara tarafından seçilen iskeleye kadar yapılabilmektedir. Siparişinizi, teslim aldığınız tarihten itibaren 30 gün içerisinde kullanmadığınız ve ürün ya da ambalajını (satılabilirliğini) bozmadığınız sürece iade edebilirsiniz.",https://www.pinkhometr.com.tr/urun/pnk41,8,images/PNK41/PNK41_01.png | images/PNK41/PNK41_02.webp | images/PNK41/PNK41_03.webp | images/PNK41/PNK41_04.webp | images/PNK41/PNK41_05.png | images/PNK41/PNK41_06.png | images/PNK41/PNK41_07.webp | images/PNK41/PNK41_08.webp
PNK42,PNK42,,"ANTİKA AĞAÇ SEHPA 120X80X45 CM AĞAÇ DOKUSU FARKLILIK GÖSTERİR ANTİKA AĞAÇ MASA GERİ DÖNÜŞTÜRÜLMÜŞ AĞAÇLAR KULLANILIR. . Dış mekanalara doğal ahşabın eşsiz dokuları...ANTİK ağaçlardan üretilen, bu sayede doğal çürüme, böceklenme ve hastalıklara karşı yüksek direnç gösteren bahçe kullanıma uygun dış ve iç mekan mobilyası. Ürün Detayları Ahşap Malzemesi:ANTİKA AĞAÇ Bakım Önerisi: Sezon sonunda kapalı alanda tutmanız daha doğru olacaktır buna imkanınız yoksa koruma kılıfı kullanmanız mobilyanızın uzun ömürlü olmasını sağlar.Temizliği öncelikle çok sert olmayan bir fırça ile ağır kimyasallar içeren deterjanlar kullanmadan yapılmalı ardından hafif nemli bir bezle silinerek kuruması beklenmeli. Malzeme: %100 ANTİK AĞAÇ Pink Home olarak ürün gruplarımıza göre, tüm ürünlerimizde faturanız üzerinde bulunan tarihten itibaren 2 yıl garanti veya sorumluluk süremiz bulunmaktadır. Daha fazla bilgi için sıkça sorulan sorular bölümünü inceleyiniz. Mobilya gibi büyük ebatlı ürün teslimatlarında sevkiyat ücreti uygulanır. Sevkiyat ücreti gönderilecek il-ilçe bilgisine ve alışveriş tutarına göre değişmektedir. Sevkiyat ücret bilgileri ödeme kısmında özel nakliye kısmında yaklaşık olarak belirtilir. Kara ulaşımının olmadığı ilçe ve adalarda teslimat kara tarafından seçilen iskeleye kadar yapılabilmektedir. Siparişinizi, teslim aldığınız tarihten itibaren 30 gün içerisinde kullanmadığınız ve ürün ya da ambalajını (satılabilirliğini) bozmadığınız sürece iade edebilirsiniz.",https://www.pinkhometr.com.tr/urun/pnk42,5,images/PNK42/PNK42_01.webp | images/PNK42/PNK42_02.webp | images/PNK42/PNK42_03.png | images/PNK42/PNK42_04.png | images/PNK42/PNK42_05.png
PNK43,PNK43,,"SEHPA 70X100 CM Dış mekanalara doğal ahşabın eşsiz dokuları...KESTANE ağacından üretilen, bu sayede doğal çürüme, böceklenme ve hastalıklara karşı yüksek direnç gösteren bahçe kullanıma uygun dış ve iç mekan mobilyası. Ürün Detayları Ayak ve Tabla Mazlemesi:KESTANE Bakım Önerisi: Sezon sonunda kapalı alanda tutmanız daha doğru olacaktır buna imkanınız yoksa koruma kılıfı kullanmanız mobilyanızın uzun ömürlü olmasını sağlar.Temizliği öncelikle çok sert olmayan bir fırça ile ağır kimyasallar içeren deterjanlar kullanmadan yapılmalı ardından hafif nemli bir bezle silinerek kuruması beklenmeli. Malzeme: %100 Kestane Pink Home olarak ürün gruplarımıza göre, tüm ürünlerimizde faturanız üzerinde bulunan tarihten itibaren 2 yıl garanti veya sorumluluk süremiz bulunmaktadır. Daha fazla bilgi için sıkça sorulan sorular bölümünü inceleyiniz. Mobilya gibi büyük ebatlı ürün teslimatlarında sevkiyat ücreti uygulanır. Sevkiyat ücreti gönderilecek il-ilçe bilgisine ve alışveriş tutarına göre değişmektedir. Sevkiyat ücret bilgileri ödeme kısmında özel nakliye kısmında yaklaşık olarak belirtilir. Kara ulaşımının olmadığı ilçe ve adalarda teslimat kara tarafından seçilen iskeleye kadar yapılabilmektedir. Siparişinizi, teslim aldığınız tarihten itibaren 30 gün içerisinde kullanmadığınız ve ürün ya da ambalajını (satılabilirliğini) bozmadığınız sürece iade edebilirsiniz.",https://www.pinkhometr.com.tr/urun/pnk43,4,images/PNK43/PNK43_01.webp | images/PNK43/PNK43_02.webp | images/PNK43/PNK43_03.png | images/PNK43/PNK43_04.png
PNK45,PNK45,,"TORNA SEHPA 100X100X45 CM Dış mekanalara doğal ahşabın eşsiz dokuları...KESTANE ağacından üretilen, bu sayede doğal çürüme, böceklenme ve hastalıklara karşı yüksek direnç gösteren bahçe kullanıma uygun dış ve iç mekan mobilyası. Ürün Detayları Ayak ve Tabla Mazlemesi:KESTANE Bakım Önerisi: Sezon sonunda kapalı alanda tutmanız daha doğru olacaktır buna imkanınız yoksa koruma kılıfı kullanmanız mobilyanızın uzun ömürlü olmasını sağlar.Temizliği öncelikle çok sert olmayan bir fırça ile ağır kimyasallar içeren deterjanlar kullanmadan yapılmalı ardından hafif nemli bir bezle silinerek kuruması beklenmeli. Malzeme: %100 Kestane Pink Home olarak ürün gruplarımıza göre, tüm ürünlerimizde faturanız üzerinde bulunan tarihten itibaren 2 yıl garanti veya sorumluluk süremiz bulunmaktadır. Daha fazla bilgi için sıkça sorulan sorular bölümünü inceleyiniz. Mobilya gibi büyük ebatlı ürün teslimatlarında sevkiyat ücreti uygulanır. Sevkiyat ücreti gönderilecek il-ilçe bilgisine ve alışveriş tutarına göre değişmektedir. Sevkiyat ücret bilgileri ödeme kısmında özel nakliye kısmında yaklaşık olarak belirtilir. Kara ulaşımının olmadığı ilçe ve adalarda teslimat kara tarafından seçilen iskeleye kadar yapılabilmektedir. Siparişinizi, teslim aldığınız tarihten itibaren 30 gün içerisinde kullanmadığınız ve ürün ya da ambalajını (satılabilirliğini) bozmadığınız sürece iade edebilirsiniz.",https://www.pinkhometr.com.tr/urun/pnk45,4,images/PNK45/PNK45_01.webp | images/PNK45/PNK45_02.png | images/PNK45/PNK45_03.webp | images/PNK45/PNK45_04.png
PNK46,PNK46,,"80x150 cm Doğal Ayna Dış mekanlara doğal şıklık katan, uzun ömürlü ve estetik bir ayna. Bahçe ve iç mekan kullanımına uygundur; hava koşullarına karşı yüksek dayanıklılık sunar. Ürün Detayları Ölçüler: 80x150 cm Bakım Önerisi: Sezon sonunda aynanızı kapalı alanda tutmanız önerilir. İmkanınız yoksa koruma kılıfı kullanmak ürünün ömrünü uzatır. Temizliği, sert fırça ve ağır kimyasallar kullanmadan, hafif nemli bir bezle silerek yapılmalıdır. Kuruması beklenmelidir. Garanti: Tüm ürünlerimiz, teslim tarihinden itibaren 2 yıl garanti kapsamındadır. Detaylar için sıkça sorulan sorular bölümünü inceleyebilirsiniz. Teslimat: Büyük ebatlı ürünlerde sevkiyat ücreti uygulanır. Ücret, il/ilçe bilgisine ve alışveriş tutarına göre değişir. Kara ulaşımının olmadığı ilçe ve adalarda teslimat, kara tarafından seçilen iskeleye kadar yapılabilmektedir.",https://www.pinkhometr.com.tr/urun/pnk46,2,images/PNK46/PNK46_01.png | images/PNK46/PNK46_02.webp
PNK47,PNK47,,"L Köşe Takımı – 230x230 cm (Sehpa Dahil – 80x100 cm) Modern tasarımı ve geniş oturma alanıyla hem iç hem de dış mekanlarda rahat kullanım sağlayan L köşe takımı, sehpa dahil modeliyle konforlu bir yaşam alanı sunar. Şık tasarımı, farklı dekorasyon tarzlarına uyum sağlayacak şekilde tasarlanmıştır. Ürün Detayları Köşe Ölçüsü: 230x230 cm Sehpa Ölçüsü: 80x100 cm İç ve dış mekan kullanımı için uygundur Dayanıklı ve uzun ömürlü tasarım Talebe göre kişiselleştirilebilir Bakım Önerisi Sezon sonunda ürünün kapalı alanda muhafaza edilmesi önerilir; mümkün değilse koruma kılıfı kullanılabilir. Temizlik sırasında sert kimyasallar yerine hafif nemli bez kullanılmalı ve ürünün doğal şekilde kuruması beklenmelidir. Garanti ve Teslimat Fatura tarihinden itibaren 2 yıl garanti Büyük ebatlı ürün teslimatlarında sevkiyat ücreti, adres ve alışveriş tutarına göre değişiklik gösterebilir",https://www.pinkhometr.com.tr/urun/pnk47,10,images/PNK47/PNK47_01.webp | images/PNK47/PNK47_02.webp | images/PNK47/PNK47_03.webp | images/PNK47/PNK47_04.png | images/PNK47/PNK47_05.webp | images/PNK47/PNK47_06.webp | images/PNK47/PNK47_07.png | images/PNK47/PNK47_08.png | images/PNK47/PNK47_09.webp | images/PNK47/PNK47_10.jpg
PNK49,PNK49,,"L Köşe Takımı – 250x250 cm (Sehpa Hariç) Geniş oturma alanı ve zarif tasarımıyla yaşam alanlarınıza konfor ve şıklık katan L köşe takımı, iç ve dış mekanlarda rahat kullanım imkanı sunar. Sehpa dahil olmayan modeli, esnek dekorasyon seçenekleri sağlar. Ürün Detayları Köşe Ölçüsü: 250x250 cm İç ve dış mekan kullanımı için uygundur El işçiliği ile özenle tasarlanmış, dayanıklı ve uzun ömürlü Talebe göre farklı renk ve kumaş seçenekleri ile kişiselleştirilebilir Bakım Önerisi Sezon sonunda ürünü kapalı alanda muhafaza etmeniz tavsiye edilir; mümkün değilse koruma kılıfı kullanabilirsiniz. Temizlikte sert kimyasallar yerine hafif nemli bez kullanılması ve ürünün doğal şekilde kurumasının beklenmesi önerilir. Garanti ve Teslimat Tüm ürünlerimizde, fatura tarihinden itibaren 2 yıl garanti sunulmaktadır. Büyük ebatlı ürün teslimatlarında sevkiyat ücreti, adres ve alışveriş tutarına göre değişiklik gösterebilir.",https://www.pinkhometr.com.tr/urun/pnk49,11,images/PNK49/PNK49_01.webp | images/PNK49/PNK49_02.webp | images/PNK49/PNK49_03.png | images/PNK49/PNK49_04.webp | images/PNK49/PNK49_05.webp | images/PNK49/PNK49_06.png | images/PNK49/PNK49_07.webp | images/PNK49/PNK49_08.png | images/PNK49/PNK49_09.webp | images/PNK49/PNK49_10.jpg | images/PNK49/PNK49_11.png
PNK51,PNK51,,"150x75cm 1 adet ikili koltuk 75x80cm 2 adet tekli koltuk sehpa 50 CM VE 80 CM 2 ADET GELİR Doğallığın ve Zarafetin Buluştuğu Dış Mekân Keyfi El Yapımı Özgün Tasarım Modern çizgilerle buluşan doğal ahşap dokusuyla bahçenize ya da terasınıza sıcaklık ve şıklık katacak bu dış mekân oturma grubu, hem konforu hem de estetiği bir arada sunuyor. Geniş ve Rahat Oturum Alanı Yüksek yoğunluklu minderleri, ergonomik yapısıyla uzun saatler boyunca keyifli sohbetler ve unutulmaz anlar için ideal. Dayanıklı ve Zamansız Her mevsime uygun, dış mekân koşullarına dayanıklı ahşap ve kumaş malzemeler sayesinde yıllarca güvenle kullanabilirsiniz. Ege' nin Ruhunu Bahçenize Taşıyın Deniz manzarası eşliğinde, sevdiklerinizle huzurlu bir atmosfer yaratmak artık çok kolay. Minimalist ama bir o kadar da dikkat çekici tasarımıyla mekânınıza değer katar.",https://www.pinkhometr.com.tr/urun/pnk51,10,images/PNK51/PNK51_01.png | images/PNK51/PNK51_02.png | images/PNK51/PNK51_03.webp | images/PNK51/PNK51_04.webp | images/PNK51/PNK51_05.webp | images/PNK51/PNK51_06.webp | images/PNK51/PNK51_07.webp | images/PNK51/PNK51_08.png | images/PNK51/PNK51_09.png | images/PNK51/PNK51_10.png
PNK52,PNK52,,"80X200CM ŞEZLONG SETİ 2 ADETTEN OLUŞUR. 2 Parça Şezlong Seti – Konfor ve Şıklığın Buluştuğu Tasarım Özenle tasarlanmış bu şezlong seti, mekanlarınıza hem konfor hem de estetik katar. Set, iki adet şezlongdan oluşur ve ergonomik yapısıyla uzun süreli dinlenmelerinizde maksimum rahatlık sağlar. Hem şıklığı hem de kullanışlılığı bir arada sunan bu tasarım, açık alanlarınıza zarif ve davetkar bir dokunuş katacaktır.",https://www.pinkhometr.com.tr/urun/pnk52,8,images/PNK52/PNK52_01.webp | images/PNK52/PNK52_02.webp | images/PNK52/PNK52_03.png | images/PNK52/PNK52_04.webp | images/PNK52/PNK52_05.png | images/PNK52/PNK52_06.webp | images/PNK52/PNK52_07.webp | images/PNK52/PNK52_08.webp
PNK54,PNK54,,"59x59cm RUSTİK SANDALYE Dış mekanalara doğal ahşabın eşsiz dokuları...KESTANE ağacından üretilen, bu sayede doğal çürüme, böceklenme ve hastalıklara karşı yüksek direnç gösteren bahçe kullanıma uygun dış ve iç mekan mobilyası. Ürün Detayları Ayak ve Tabla Mazlemesi:KESTANE Bakım Önerisi: Sezon sonunda kapalı alanda tutmanız daha doğru olacaktır buna imkanınız yoksa koruma kılıfı kullanmanız mobilyanızın uzun ömürlü olmasını sağlar.Temizliği öncelikle çok sert olmayan bir fırça ile ağır kimyasallar içeren deterjanlar kullanmadan yapılmalı ardından hafif nemli bir bezle silinerek kuruması beklenmeli. Malzeme: %100 Kestane Pink Home olarak ürün gruplarımıza göre, tüm ürünlerimizde faturanız üzerinde bulunan tarihten itibaren 2 yıl garanti veya sorumluluk süremiz bulunmaktadır. Daha fazla bilgi için sıkça sorulan sorular bölümünü inceleyiniz. Mobilya gibi büyük ebatlı ürün teslimatlarında sevkiyat ücreti uygulanır. Sevkiyat ücreti gönderilecek il-ilçe bilgisine ve alışveriş tutarına göre değişmektedir. Sevkiyat ücret bilgileri ödeme kısmında özel nakliye kısmında yaklaşık olarak belirtilir. Kara ulaşımının olmadığı ilçe ve adalarda teslimat kara tarafından seçilen iskeleye kadar yapılabilmektedir. Siparişinizi, teslim aldığınız tarihten itibaren 30 gün içerisinde kullanmadığınız ve ürün ya da ambalajını (satılabilirliğini) bozmadığınız sürece iade edebilirsiniz.",https://www.pinkhometr.com.tr/urun/pnk54,9,images/PNK54/PNK54_01.png | images/PNK54/PNK54_02.png | images/PNK54/PNK54_03.webp | images/PNK54/PNK54_04.webp | images/PNK54/PNK54_05.webp | images/PNK54/PNK54_06.png | images/PNK54/PNK54_07.png | images/PNK54/PNK54_08.webp | images/PNK54/PNK54_09.webp
PNK55,PNK55,,"250X250 CM KÖŞE Sehpa dahildir. Dış mekanalara doğal ahşabın eşsiz dokuları..., bu sayede doğal çürüme, böceklenme ve hastalıklara karşı yüksek direnç gösteren bahçe kullanıma uygun dış ve iç mekan mobilyası. Bakım Önerisi: Sezon sonunda kapalı alanda tutmanız daha doğru olacaktır buna imkanınız yoksa koruma kılıfı kullanmanız mobilyanızın uzun ömürlü olmasını sağlar.Temizliği öncelikle çok sert olmayan bir fırça ile ağır kimyasallar içeren deterjanlar kullanmadan yapılmalı ardından hafif nemli bir bezle silinerek kuruması beklenmeli. Pink Home olarak ürün gruplarımıza göre, tüm ürünlerimizde faturanız üzerinde bulunan tarihten itibaren 2 yıl garanti veya sorumluluk süremiz bulunmaktadır. Daha fazla bilgi için sıkça sorulan sorular bölümünü inceleyiniz. Mobilya gibi büyük ebatlı ürün teslimatlarında sevkiyat ücreti uygulanır. Sevkiyat ücreti gönderilecek il-ilçe bilgisine ve alışveriş tutarına göre değişmektedir. Sevkiyat ücret bilgileri ödeme kısmında özel nakliye kısmında yaklaşık olarak belirtilir. Kara ulaşımının olmadığı ilçe ve adalarda teslimat kara tarafından seçilen iskeleye kadar yapılabilmektedir. Siparişinizi, teslim aldığınız tarihten itibaren 30 gün içerisinde kullanmadığınız ve ürün ya da ambalajını (satılabilirliğini) bozmadığınız sürece iade edebilirsiniz.",https://www.pinkhometr.com.tr/urun/pnk55,10,images/PNK55/PNK55_01.webp | images/PNK55/PNK55_02.webp | images/PNK55/PNK55_03.png | images/PNK55/PNK55_04.webp | images/PNK55/PNK55_05.png | images/PNK55/PNK55_06.webp | images/PNK55/PNK55_07.webp | images/PNK55/PNK55_08.webp | images/PNK55/PNK55_09.png | images/PNK55/PNK55_10.jpg
PNK57,PNK57,,"75x75cm 2 adet tekli 75x190cm 1 adet üçlü 70x120cm 1 adet sehpa Doğanın Zarafetiyle Tasarlanmış Yaşam Alanı El işçiliğinin zarafetini taşıyan bu oturma grubu, doğallığıyla mekânınıza sıcaklık ve huzur katar. Her detayında ustalıkla şekillendirilen ahşap, sadece estetik bir görünüm sunmakla kalmaz; aynı zamanda insan sağlığı üzerinde olumlu etkiler yaratarak bulunduğu ortama doğal bir enerji kazandırır. Ahşabın sıcak dokusu, açık veya kapalı her alanda rahatlıkla kullanılabilir ve zamana karşı dayanıklılığını korur. El emeğiyle üretilen bu takım, doğanın huzurunu ve sade şıklığını bir araya getirerek evinizin en özel köşesi haline gelir. Her bir parçası, yıllarca sürecek keyifli sohbetlerin ve unutulmaz anların eşlikçisi olarak tasarlanmıştır.",https://www.pinkhometr.com.tr/urun/pnk57,8,images/PNK57/PNK57_01.webp | images/PNK57/PNK57_02.webp | images/PNK57/PNK57_03.png | images/PNK57/PNK57_04.png | images/PNK57/PNK57_05.webp | images/PNK57/PNK57_06.png | images/PNK57/PNK57_07.webp | images/PNK57/PNK57_08.webp
PNK59,PNK59,,"100X200 CM Ahşap Loca – Doğallığın ve Konforun Buluştuğu Tasarım Özenle el yapımı olarak üretilmiş bu ahşap loca, mekanlarınıza sıcak ve davetkar bir atmosfer kazandırır. Dayanıklı ve estetik yapısıyla uzun süreli kullanım sağlar, doğal ahşap dokusunun verdiği ferahlık ve rahatlık ile konforlu bir dinlenme deneyimi sunar. Hem şıklığı hem de fonksiyonelliği bir arada sunan bu tasarım, açık alanlarınıza zarif bir dokunuş katacaktır.",https://www.pinkhometr.com.tr/urun/pnk59,9,images/PNK59/PNK59_01.png | images/PNK59/PNK59_02.png | images/PNK59/PNK59_03.webp | images/PNK59/PNK59_04.webp | images/PNK59/PNK59_05.webp | images/PNK59/PNK59_06.png | images/PNK59/PNK59_07.webp | images/PNK59/PNK59_08.webp | images/PNK59/PNK59_09.webp
PNK60,PNK60(Rus Çamı),,"200X300 CM KÖŞE 90X180 CM MASA 180X40 CM BANK 80X80 CM BERJER Doğanın Zarafetiyle Tasarlanmış Yaşam Alanı El işçiliğinin zarafetini taşıyan bu oturma grubu, doğallığıyla mekânınıza sıcaklık ve huzur katar. Her detayında ustalıkla şekillendirilen ahşap, sadece estetik bir görünüm sunmakla kalmaz; aynı zamanda insan sağlığı üzerinde olumlu etkiler yaratarak bulunduğu ortama doğal bir enerji kazandırır. Ahşabın sıcak dokusu, açık veya kapalı her alanda rahatlıkla kullanılabilir ve zamana karşı dayanıklılığını korur. El emeğiyle üretilen bu takım, doğanın huzurunu ve sade şıklığını bir araya getirerek evinizin en özel köşesi haline gelir. Her bir parçası, yıllarca sürecek keyifli sohbetlerin ve unutulmaz anların eşlikçisi olarak tasarlanmıştır.",https://www.pinkhometr.com.tr/urun/pnk60,8,images/PNK60/PNK60_01.webp | images/PNK60/PNK60_02.webp | images/PNK60/PNK60_03.webp | images/PNK60/PNK60_04.png | images/PNK60/PNK60_05.png | images/PNK60/PNK60_06.png | images/PNK60/PNK60_07.webp | images/PNK60/PNK60_08.webp
PNK61,PNK61,,"KARYOLA KOMODİN VE BAŞLIK DAHİLDİR. Karyola Seti – Ahşabın Doğallığı ve Konforun Buluştuğu Tasarım Bu özenle el yapımı karyola seti, karyola, başlık ve komodin ile birlikte gelir. Dayanıklı ve estetik yapısıyla yatak odanıza hem şıklık hem de huzurlu bir atmosfer kazandırır. Ahşabın doğal dokusu, mekana sıcaklık ve zarif bir görünüm katarken, setin bütün parçaları konforlu ve fonksiyonel kullanım sunar. Hem sağlamlığı hem de doğal tasarımıyla uzun yıllar keyifle kullanabileceğiniz bir tasarımdır.",https://www.pinkhometr.com.tr/urun/pnk61,3,images/PNK61/PNK61_01.webp | images/PNK61/PNK61_02.webp | images/PNK61/PNK61_03.png
PNK62,PNK62,,"Köşe Takımı – 300x300 cm (Sehpa Dahil: 70x100 cm) Şık ve geniş tasarımıyla hem iç hem dış mekanlarda konforlu kullanım sunan bu köşe takımı, ferah oturum alanı ve zarif çizgileriyle yaşam alanlarınıza değer katar. Sehpa dahil modeli ile kullanım kolaylığı sağlar ve dekoratif açıdan tamamlayıcı bir unsur oluşturur. Ürün Detayları Köşe Ölçüsü: 300x300 cm Sehpa Ölçüsü: 70x100 cm İç ve dış mekanlarda kullanım için uygundur El işçiliğiyle tasarlanmış, dayanıklı ve uzun ömürlü Talebe göre farklı renk ve kumaş seçenekleri ile kişiselleştirilebilir Bakım Önerisi Ürünü sezon sonunda kapalı bir alanda muhafaza etmeniz tavsiye edilir; mümkün değilse koruma kılıfı kullanabilirsiniz. Temizlikte sert kimyasallar yerine hafif nemli bez kullanılması ve ürünün doğal şekilde kurumasının beklenmesi önerilir. Garanti ve Teslimat Pink Home olarak tüm ürünlerimizde, fatura tarihinden itibaren 2 yıl garanti sunulmaktadır. Büyük ebatlı ürünlerin teslimatında sevkiyat ücreti, adres ve alışveriş tutarına göre değişiklik gösterebilir.",https://www.pinkhometr.com.tr/urun/pnk62,10,images/PNK62/PNK62_01.webp | images/PNK62/PNK62_02.webp | images/PNK62/PNK62_03.png | images/PNK62/PNK62_04.webp | images/PNK62/PNK62_05.png | images/PNK62/PNK62_06.webp | images/PNK62/PNK62_07.png | images/PNK62/PNK62_08.webp | images/PNK62/PNK62_09.webp | images/PNK62/PNK62_10.jpg
